측정일자,측정시간,지역,지역명,도로명,시작점,종점,기온,습도,재비산먼지 평균농도,오염범례
2021-07-05,12:31,경기,용인시 기흥구,,경기도 용인시 기흥구 동백동 675,,26,90,12,매우좋음
2021-07-05,12:37,경기,용인시 기흥구,,경기도 용인시 기흥구 동백동 670,,26,89,4,매우좋음
2021-07-05,12:52,경기,용인시 기흥구,,경기도 용인시 기흥구 중동 1071,,26,89,15,
2021-07-05,13:02,경기,용인시 기흥구,,경기도 용인시 기흥구 동백동 690,,27,85,6,
2021-07-05,13:10,경기,용인시 기흥구,,경기도 용인시 기흥구 중동 1060,,27,84,10,
2021-07-05,13:20,경기,용인시 기흥구,,경기도 용인시 기흥구 구갈동 619,,27,86,8,
2021-07-06,10:10,경기,안산시 상록구,,경기도 안산시 상록구 일동 634,,28,59,67,
2021-07-06,10:28,경기,안산시 상록구,,경기도 안산시 상록구 부곡동 739-1,,27,61,37,
2021-07-06,10:54,경기,안산시 상록구,,경기도 안산시 상록구 팔곡이동 101-2,,28,60,17,
2021-07-06,11:14,경기,안산시 단원구,,경기도 안산시 단원구 초지동 804,,28,58,18,
2021-07-06,11:30,경기,안산시 단원구,,경기도 안산시 단원구 성곡동 855,,28,60,47,
2021-07-06,11:42,경기,안산시 단원구,,경기도 시흥시 정왕동 1307,,29,,32,
2021-07-06,11:56,경기,안산시 단원구,,경기도 안산시 단원구 성곡동 721,,29,57,35,
2021-07-06,12:18,경기,안산시 단원구,,경기도 안산시 단원구 초지동 793,,29,55,35,
2021-07-06,12:27,경기,안산시 상록구,,경기도 안산시 상록구 이동 760,,30,53,20,
2021-07-06,12:38,경기,안산시 단원구,,경기도 안산시 상록구 이동 614-27,경기도 시흥시 정왕동 1298,29,56,25,
2021-07-06,13:56,경기,안산시 단원구,,경기도 안산시 단원구 신길동 1375,경기도 안산시 단원구 고잔동 570-1,29,57,98,
2021-07-06,14:17,경기,안산시 상록구,,경기도 안산시 상록구 성포동 679-11,경기도 안산시 상록구 부곡동 708-1,30,57,34,
2021-07-06,14:27,경기,안산시 단원구,,경기도 안산시 상록구 성포동 679-14,경기도 안산시 단원구 고잔동 546,29,57,34,
2021-07-06,10:18,서울,송파구,,서울특별시 송파구 잠실동 39,서울특별시 송파구 장지동 237-3,29,79,15,매우좋음
2021-07-06,10:38,서울,송파구,,서울특별시 송파구 문정동 392-19,서울특별시 송파구 문정동 112-18,28,79,15,매우좋음
2021-07-06,10:46,서울,송파구,,서울특별시 송파구 장지동 839,서울특별시 송파구 문정동 627,28,80,21,매우좋음
2021-07-06,11:01,서울,송파구,,서울특별시 송파구 장지동 839-7,서울특별시 송파구 송파동 5-13,29,72,15,매우좋음
2021-07-06,11:23,서울,송파구,,서울특별시 송파구 방이동 209-7,,29,73,15,매우좋음
2021-07-06,11:38,서울,송파구,,서울특별시 송파구 거여동 산 71-22,서울특별시 송파구 신천동 15,30,70,12,매우좋음
2021-07-06,12:06,서울,송파구,,서울특별시 송파구 신천동 7-10,서울특별시 송파구 신천동 20-3,30,68,8,매우좋음
2021-07-06,12:14,서울,송파구,,서울특별시 송파구 방이동 94-3,서울특별시 송파구 방이동 452-17,31,65,9,매우좋음
2021-07-06,12:29,서울,송파구,,서울특별시 송파구 거여동 25-5,서울특별시 송파구 마천동 60-5,30,65,12,매우좋음
2021-07-06,12:43,서울,송파구,,서울특별시 송파구 오금동 159-1,서울특별시 송파구 문정동 38-2,30,68,21,매우좋음
2021-07-06,12:54,서울,송파구,,서울특별시 송파구 문정동 3-2,서울특별시 송파구 방이동 434-5,31,66,15,매우좋음
2021-07-06,13:14,서울,송파구,,서울특별시 송파구 오금동 6-2,서울특별시 송파구 가락동 600,31,66,12,매우좋음
2021-07-06,14:21,서울,송파구,,서울특별시 송파구 가락동 538,서울특별시 송파구 방이동 89-28,31,65,15,매우좋음
2021-07-06,14:41,서울,송파구,,서울특별시 송파구 방이동 94-3,서울특별시 송파구 잠실동 19-10,32,67,16,매우좋음
2021-07-06,15:08,서울,송파구,,서울특별시 송파구 잠실동 18-1,,31,69,18,매우좋음
2021-07-06,15:22,서울,송파구,,서울특별시 송파구 신천동 34,서울특별시 송파구 잠실동 26-1,31,69,12,매우좋음
2021-07-06,15:34,서울,송파구,,서울특별시 송파구 잠실동 38,서울특별시 송파구 잠실동 348,31,68,19,매우좋음
2021-07-06,15:43,서울,송파구,,서울특별시 송파구 석촌동 302,서울특별시 송파구 잠실동 46,31,,42,매우좋음
2021-07-06,9:40,경기,시흥시,,경기도 시흥시 정왕동 1777-4,경기도 시흥시 정왕동 1708-2,28,,5,매우좋음
2021-07-06,9:54,경기,시흥시,,경기도 시흥시 정왕동 1714,,28,,7,매우좋음
2021-07-06,10:07,경기,시흥시,,경기도 시흥시 정왕동 2207-19,경기도 시흥시 정왕동 2207-50,27,,18,매우좋음
2021-07-06,10:17,경기,시흥시,,경기도 시흥시 정왕동 2207-35,경기도 시흥시 정왕동 2199-5,26,,87,좋음
2021-07-06,10:27,경기,시흥시,,경기도 시흥시 정왕동 1343,경기도 시흥시 정왕동 1310,28,,15,매우좋음
2021-07-06,10:42,경기,시흥시,,경기도 시흥시 정왕동 1299,경기도 시흥시 정왕동 1633,28,,29,매우좋음
2021-07-06,10:47,경기,시흥시,,경기도 시흥시 정왕동 1630,경기도 시흥시 정왕동 1941,28,,16,매우좋음
2021-07-06,11:00,경기,시흥시,,경기도 시흥시 정왕동 1943,경기도 시흥시 정왕동 1633,28,,22,매우좋음
2021-07-06,11:57,경기,시흥시,,,경기도 시흥시 정왕동 1898-1,29,,47,매우좋음
2021-07-06,12:12,경기,시흥시,,,경기도 시흥시 정왕동 1636,29,,77,좋음
2021-07-06,12:29,경기,시흥시,,,경기도 시흥시 정왕동 1890,29,,98,좋음
2021-07-06,12:44,경기,시흥시,,,경기도 시흥시 정왕동 2207-10,28,,32,매우좋음
2021-07-06,13:01,경기,시흥시,,,경기도 시흥시 정왕동 2144-2,28,,30,매우좋음
2021-07-06,13:16,경기,시흥시,,경기도 시흥시 정왕동 1220,경기도 시흥시 정왕동 2207-22,29,,38,매우좋음
2021-07-06,13:35,경기,시흥시,,경기도 시흥시 정왕동 1385,경기도 시흥시 정왕동 1346,29,,28,매우좋음
2021-07-06,13:55,경기,시흥시,,경기도 시흥시 정왕동 2207-6,경기도 시흥시 정왕동 1947,28,,70,좋음
2021-07-06,14:09,경기,시흥시,,경기도 시흥시 정왕동 1915,경기도 시흥시 정왕동 1916,29,,75,좋음
2021-07-06,10:44,경기,구리시,,경기도 구리시 아천동 산 42-5,경기도 구리시 교문동 277-5,27,,31,매우좋음
